time error 
4.4729 2.5076
4.509 2.523
4.5451 2.538
4.5812 2.5527
4.6172 2.5669
4.6533 2.5808
4.6894 2.5943
4.7255 2.6074
4.7615 2.62
4.7976 2.6323
4.8337 2.6442
4.8697 2.6557
4.9058 2.6669
4.9419 2.6777
4.978 2.6882
5.014 2.6985
5.0501 2.7085
5.0862 2.7184
5.1222 2.7281
5.1583 2.7377
5.1944 2.7472
5.2305 2.7568
5.2665 2.7664
5.3026 2.7762
5.3387 2.7861
5.3747 2.7963
5.4108 2.8067
5.4469 2.8175
5.483 2.8287
5.519 2.8403
5.5551 2.8524
5.5912 2.865
5.6273 2.8782
5.6633 2.8919
5.6994 2.9062
5.7355 2.9211
5.7715 2.9366
5.8076 2.9527
5.8437 2.9693
5.8798 2.9865
5.9158 3.0041
5.9519 3.0223
5.988 3.0409
6.024 3.0598
6.0601 3.079
6.0962 3.0985
6.1323 3.1182
6.1683 3.1379
6.2044 3.1577
6.2405 3.1774
6.2766 3.1971
6.3126 3.2164
6.3487 3.2356
6.3848 3.2543
6.4208 3.2727
6.4569 3.2906
6.493 3.3079
6.5291 3.3247
6.5651 3.3408
6.6012 3.3563
6.6373 3.3711
6.6733 3.3851
6.7094 3.3985
6.7455 3.4111
6.7816 3.423
6.8176 3.4341
6.8537 3.4446
6.8898 3.4545
6.9259 3.4638
6.9619 3.4725
6.998 3.4807
7.0341 3.4885
7.0701 3.496
7.1062 3.5031
7.1423 3.5101
7.1784 3.5169
7.2144 3.5237
7.2505 3.5305
7.2866 3.5375
7.3226 3.5446
7.3587 3.552
7.3948 3.5597
7.4309 3.5679
7.4669 3.5764
7.503 3.5855
7.5391 3.5952
7.5752 3.6054
7.6112 3.6162
7.6473 3.6275
7.6834 3.6395
7.7194 3.6521
7.7555 3.6652
7.7916 3.6788
7.8277 3.693
7.8637 3.7076
7.8998 3.7226
7.9359 3.738
7.9719 3.7536
8.008 3.7695
8.0441 3.7855
8.0802 3.8017
8.1162 3.8178
8.1523 3.834
8.1884 3.8501
8.2244 3.866
8.2605 3.8817
8.2966 3.8973
8.3327 3.9125
8.3687 3.9275
8.4048 3.9421
8.4409 3.9564
8.477 3.9704
8.513 3.9841
8.5491 3.9974
8.5852 4.0103
8.6212 4.023
8.6573 4.0354
8.6934 4.0476
8.7295 4.0596
8.7655 4.0714
8.8016 4.0831
8.8377 4.0947
8.8737 4.1062
8.9098 4.1178
8.9459 4.1295
8.982 4.1412
9.018 4.1531
9.0541 4.1651
9.0902 4.1774
9.1263 4.1898
9.1623 4.2025
9.1984 4.2154
9.2345 4.2286
9.2705 4.242
9.3066 4.2556
9.3427 4.2694
9.3788 4.2834
9.4148 4.2975
9.4509 4.3116
9.487 4.3258
9.523 4.34
9.5591 4.354
9.5952 4.3679
9.6313 4.3816
9.6673 4.3949
9.7034 4.4079
9.7395 4.4205
9.7756 4.4326
9.8116 4.4441
9.8477 4.4551
9.8838 4.4654
9.9198 4.475
9.9559 4.4838
9.992 4.492
10.028 4.4993
10.064 4.5059
10.1 4.5117
10.136 4.5168
10.172 4.5211
10.208 4.5248
10.244 4.5277
10.281 4.53
10.317 4.5317
10.353 4.5328
10.389 4.5335
10.425 4.5337
10.461 4.5335
10.497 4.533
10.533 4.5323
10.569 4.5313
10.605 4.5302
10.641 4.529
10.677 4.5277
10.713 4.5264
10.749 4.525
10.786 4.5237
10.822 4.5223
10.858 4.521
10.894 4.5197
10.93 4.5183
10.966 4.517
11.002 4.5155
11.038 4.514
11.074 4.5122
11.11 4.5103
11.146 4.508
11.182 4.5054
11.218 4.5023
11.255 4.4987
11.291 4.4945
11.327 4.4895
11.363 4.4838
11.399 4.4772
11.435 4.4696
11.471 4.461
11.507 4.4512
11.543 4.4403
11.579 4.4281
11.615 4.4146
11.651 4.3997
11.687 4.3834
11.723 4.3658
11.76 4.3467
11.796 4.3262
11.832 4.3043
11.868 4.281
11.904 4.2565
11.94 4.2307
11.976 4.2037
12.012 4.1757
12.048 4.1466
12.084 4.1167
12.12 4.0861
12.156 4.0548
12.192 4.0231
12.228 3.991
12.265 3.9587
12.301 3.9264
12.337 3.8942
12.373 3.8622
12.409 3.8307
12.445 3.7997
12.481 3.7694
12.517 3.7399
12.553 3.7114
12.589 3.6839
12.625 3.6576
12.661 3.6326
12.697 3.6089
12.733 3.5866
12.77 3.5657
12.806 3.5463
12.842 3.5285
12.878 3.5121
12.914 3.4972
12.95 3.4839
12.986 3.4719
13.022 3.4614
13.058 3.4523
13.094 3.4444
13.13 3.4378
13.166 3.4323
13.202 3.4279
13.238 3.4244
13.275 3.4218
13.311 3.4199
13.347 3.4187
13.383 3.4179
13.419 3.4176
13.455 3.4175
13.491 3.4176
13.527 3.4178
13.563 3.4178
13.599 3.4177
13.635 3.4172
13.671 3.4163
13.707 3.4148
13.743 3.4127
13.78 3.4099
13.816 3.4061
13.852 3.4014
13.888 3.3957
13.924 3.3888
13.96 3.3807
13.996 3.3713
14.032 3.3606
14.068 3.3486
14.104 3.3351
14.14 3.3203
14.176 3.304
14.212 3.2864
14.248 3.2674
14.285 3.2472
14.321 3.2258
14.357 3.2033
14.393 3.1797
14.429 3.1553
14.465 3.1302
14.501 3.1045
14.537 3.0783
14.573 3.0518
14.609 3.0252
14.645 2.9987
14.681 2.9724
14.717 2.9464
14.754 2.921
14.79 2.8963
14.826 2.8724
14.862 2.8494
14.898 2.8276
14.934 2.807
14.97 2.7876
15.006 2.7697
15.042 2.7534
15.078 2.7386
15.114 2.7255
15.15 2.7142
15.186 2.7047
15.222 2.6971
15.259 2.6914
15.295 2.6877
15.331 2.686
15.367 2.6865
15.403 2.689
15.439 2.6936
15.475 2.7003
15.511 2.7091
15.547 2.72
15.583 2.7329
15.619 2.7477
15.655 2.7644
15.691 2.7828
15.727 2.8029
15.764 2.8244
15.8 2.8473
15.836 2.8714
15.872 2.8965
15.908 2.9223
15.944 2.9488
15.98 2.9756
16.016 3.0027
16.052 3.0297
16.088 3.0566
16.124 3.083
16.16 3.1088
16.196 3.1339
16.232 3.1579
16.269 3.1809
16.305 3.2026
16.341 3.2229
16.377 3.2417
16.413 3.2588
16.449 3.2742
16.485 3.2877
16.521 3.2994
16.557 3.3091
16.593 3.3168
16.629 3.3225
16.665 3.3262
16.701 3.3278
16.737 3.3275
16.774 3.3251
16.81 3.3208
16.846 3.3148
16.882 3.307
16.918 3.2976
16.954 3.2869
16.99 3.2749
17.026 3.2621
17.062 3.2486
17.098 3.2349
17.134 3.2212
17.17 3.2081
17.206 3.1961
17.242 3.1856
17.279 3.1773
17.315 3.1718
17.351 3.1698
17.387 3.1721
17.423 3.1793
17.459 3.1923
17.495 3.2117
17.531 3.2382
17.567 3.2726
17.603 3.3153
17.639 3.3668
17.675 3.4275
17.711 3.4977
17.747 3.5773
17.784 3.6664
17.82 3.7648
17.856 3.8721
17.892 3.9881
17.928 4.1121
17.964 4.2437
18 4.3821
