time error 
15.547 0.099551
15.583 0.099732
15.619 0.10097
15.655 0.10242
15.691 0.10309
15.727 0.10262
15.764 0.10159
15.8 0.10106
15.836 0.10165
15.872 0.10304
15.908 0.10419
15.944 0.10428
15.98 0.10337
16.016 0.10232
16.052 0.10216
16.088 0.10311
16.124 0.10436
16.16 0.10467
16.196 0.10346
16.232 0.10134
16.269 0.099917
16.305 0.10061
16.341 0.1033
16.377 0.1063
16.413 0.10766
16.449 0.10669
16.485 0.10448
16.521 0.10328
16.557 0.10474
16.593 0.10836
16.629 0.11184
16.665 0.11303
16.701 0.11149
16.737 0.10884
16.774 0.10776
16.81 0.10987
16.846 0.11425
16.882 0.11825
16.918 0.11976
16.954 0.11859
16.99 0.11648
17.026 0.11586
17.062 0.11778
17.098 0.12099
17.134 0.12301
17.17 0.12214
17.206 0.11871
17.242 0.11507
17.279 0.11425
17.315 0.11751
17.351 0.123
17.387 0.12728
17.423 0.12779
17.459 0.12441
17.495 0.11987
17.531 0.11845
17.567 0.12263
17.603 0.13039
17.639 0.13683
17.675 0.1381
17.711 0.13391
17.747 0.1284
17.784 0.12785
17.82 0.13436
17.856 0.14206
17.892 0.14218
17.928 0.13152
17.964 0.12519
18 0.16412
